Serial,English,Pronunciation,Bangla,POS
241,euro,ইউরো,ইউরো,n
271,father,ফাদার,বাবা,n
242,even,ইভেন,এমনকি,adv.
272,favourite,ফেভারিট,প্রিয়,"adj , n."
243,evening,ইভনিং,সন্ধ্যা,n
273,February,ফেব্রুয়ারি,- ফেব্রুয়ারি,n
244,event,ইভেন্ট,"- ঘটনা, অনুষ্ঠান",n
274,feel,ফিল,অনুভব করা,v
276,festival,ফেষ্টিভ্যাল,উৎসব,n
246,every,এভরি,"প্রতিটি, প্রত্যেক",det
247,everybody,এভরিবডি,"প্রত্যেক ব্যক্তি (det  adj , pron )",pron
278,fifteen,ফিফটিন,পনেরো,number
279,fifth,ফিফথ,পঞ্চম (number),pron:
280,fifty,ফিফটি,পঞ্চাশ (number),pron.
281,fill,ফিল,পূণ করা,v
250,exam,এক্সাম,পরীক্ষা,n
282,film,ফিল্ম,"ঢলচ্চিত্র, ফিল্ম",n
251,example,এক্সাম্পল,উদাহরণ,n
283,final,ফাইনাল,"চূড়ান্ত, শেষ",adj
252,excited,এক্সাইটেড,- উত্তেজিত,adj
284,find,ফাইন্ড,খুঁজে বের করা,v
253,exciting,এক্সাইটিং,উত্তেজনাপূর্ণ,adj
285,fine,ফাইন,"ভালো, সূক্ষ্ম",adj
286,finish,ফিনিশ,শেষ করা (v) ব্যায়াম করা,v
287,fire,ফায়ার,আগুন,n
255,expensive,এক্সপেন্সিভ,দামী (adj) Facebook Biborno Sahin,01726505437
323,girlfriend,গালফ্রেন্ড,প্রেমিকা,n
289,fish,ফিশ,মাছ,n
324,give,গিভ,দেওয়া,v
290,five,ফাইভ,পাঁচ,number
325,glass,গ্লাস,কাঁচ; গ্লাস,n
291,flat,ফ্ল্যাট,"ফ্ল্যাট, অ্যাপার্টমেন্ট",n
326,g০,গো,যাওযা,v
292,flight,ফ্লাইট,- উড়ান,n
327,good,গুড,ভালো,adj
293,floor,ফ্লোর,"মেঝে, তলা",n
328,goodbye,গুডবাই,বিদায়,exclam n
294,flower,ফ্লাওযার,ফুল,n
329,grandfather,গ্র্যান্ডফাদার,"দাদা, নানা",n
295,fly,ফ্লাই,ওড়া,v
330,grandmother,গ্র্যান্ডমাদার,"দাদী, নানী",n
296,follow,ফলো,অনুসরণ করা,v
297,food,ফুড,"খাবার (n) দাদী, নানা-নানী",n
298,foot,ফুট,পা,n
332,great,গ্রেট,"মহান, দারুণ",adj
299,football,ফুটবল,ফুটবল,n
333,green,গ্রিন,সবুজ,"adj , n"
300,for,ফর,জন্য,prep
334,grey,গ্রে,ধূসর,"adj , n"
301,forget,ফরগেট,ভুলে যাওয়া,v
335,group,গ্রুপ,দল,n
336,grow,গ্রো,"বৃদ্ধি পাওয়া, জন্মানো (v) করা",v
303,forty,ফটি,চল্লিশ (number) অনুমান,n
304,four,ফোর,চার,number
338,guitar,গিটার,গিটার,n
305,fourteen,ফোরটিন,চৌদ্দ,number
339,gym,জিম,জিম,n
306,fourth,ফোরথ,চতুর্থ,number
340,hair,হেয়ার,চুল,n
307,free,ফ্রি,"বিনামূল্যে, স্বাধীন",adj
341,half,হাফ,অধেক,"n , det  pron"
308,Friday,ফ্রাইডে,শুক্রবার,n
342,hand,হ্যান্ড,হাত,n
309,friend,ফ্রেন্ড,বন্ধু,n
343,happen,হ্যাপেন,"ঘটা, হওয়া",v
310,friendly,ফ্রেন্ডলি,- বন্ধুত্বপূর্ণ,adj
344,happy,হ্যাপি,খুশি,adj
311,from,ফ্রম,থেকে,prep
345,hard,হা্ড,"কঠিন, শক্ত","adj , adv."
312,front,ফ্রন্ট,সামনে,"n , adj"
346,hat,হ্যাট,টুপি,n
313,fruit,ফ্রুট,ফল,n
347,hate,হেইট,ঘৃণা করা,v
314,full,ফুল,"পূণ, ভরা",adj
348,have,হ্যাভ,"আছে, থাকা",v
315,fun,ফান,মজা,n
316,funny,ফানি,"মজার, হাস্যকর (adj)",modal v.
320,healthy,হেলদি,স্বাস্থ্যবান (adj) geography (জিওগ্রাফি) ভূগোল,n
321,get,গেট,"শোনা (v) পাওয়া, হওয়া (v) Facebook Biborno Sahin",01726505437
355,hello,হ্যালো,হ্যালো,exclam. n
356,help,হেল্প,সাহায্য করা (v ); সাহায্য,n.
357,her,হার,তার (স্ত্রা),"pron , det"
358,here,হিয়ার,এখানে,adv
359,hey,হেই,আরে,exclam
360,hi,হাই,হাই,exclam
361,high,হাই,উঁচু,adj
362,him,হিম,তাকে (পুরুষ),pron
363,his,হিজ,তার (পুরুষ),det
364,history,হিস্টোরি,ইতিহাস,n
365,hobby,হবি,শখ,n
366,holiday,হলিডে,ছুটি,n
367,home,হোম,বাড়ি,"n , adv."
368,homework,হোমওয়ার্ক,বাড়ির কাজ,n
369,hope,হোপ,আশা করা,v
370,horse,হস,ঘোড়া,n
371,hospital,হসপিটাল,হাসপাতাল,n
372,hot,হট,গরম,adj
373,hotel,হোটেল,হোটেল,n
374,hour,আওয়ার,ঘণ্টা,n
375,house,হাউস,বাড়ি,n
377,however,হাউএভার,যাই হােক না কেন,adv
378,hundred,হানড্রেড,শত,number
379,hungry,হাংরি,ক্ষুধাত,adj
380,husband,হাসব্যান্ড,স্বামী (n) 381. [ (আই) আমি,pron
382,ice,আইস,বরফ,n
383,ice cream,আইস ক্রিম,আইসক্রিম,n
384,idea,আইডিয়া,ধারণা,n
385,if,হফ,যদি,conj
386,imagine,ইম্যাজিন,কল্পনা করা,v
387,important,ইম্পর্ট্যান্ট,- গুরুত্বপূর্ণ,adj
388,improve,ইম্প্রুভ,উন্নতি করা,v
389,in,ইন,মধ্যে,"prep , adv"
390,include,ইনক্লুড,অন্তভুক্ত করা,v
391,information,ইনফরমেশন,তথ্য,n
392,interest,ইন্টারেস্ট,আগ্রহ (n ); আগ্রহী করা,v.
393,interested,ইন্টারেস্টেড,আগ্রহী,adj
394,interesting,ইন্টারেস্টিং,আকর্ষণীয়,adj
395,internet,ইন্টারনেট,ইন্টারনেট,n
396,interview,ইন্টারভিউ,সাক্ষাংকার (n ); সাক্ষাংকার নেওয়া,v
397,into,ইনটু,মধ্যে (ভিতরে প্রবেশ),prep
411,just,জাস্ট,"শুধু, মাত্র",adv.
412,keep,কিপ,রাখা,v
413,key চাবি,n,; গুরুত্বপূর্ণ,adj
414,kilometre,কিলোমিটার,কিলোমিটার,n
415,kind,type,"(কাইন্ড) প্রকার, ধরন",n
416,kitchen,কিচেন,রান্নাঘর,n
417,know,নো,জানা,v
418,land,ল্যান্ড,"ভূমি, জমি",n
419,language,ল্যাঙ্গুয়েজ,ভাষা,n
420,large,লাজ,বড়,adj
421,lastl,final,(লাস্ট) শেষ,det
422,late,লেইট,- দেরী,"adj , adv"
423,later,লেইটার,পরে,adv
424,laugh,লাফ,হাসা (v); হাসি (n.) Facebook Biborno Sahin,01726505437
425,learn,লান,শেখা,v
426,leave,লিভ,"ত্যাগ করা, চলে যাওযা",v
427,left,লেফট,বাম,"adj , adv, n."
428,leg,লেগ,পা,n
429,lesson,লেসন,পাঠ,n
430,let,লেট,অনুমতি দেওয়া,v
431,letter,লেটার,চিঠি; অক্ষর,n
432,library,লাইব্রেরি,"লাইব্রেরি, পাঠাগার",n
433,liel,লাই,শুয়ে থাকা,v
434,life,লাইফ,জীবন,n
435,light,from the sun a lamp,(লাইট) আলো (n); হালকা,adj
436,like,similar,"(লাইক) মতো, অনুরূপ",prep
437,like,find sb/sth pleasant,(লাইক) পছন্দ করা,v
438,line,লাইন,"রেখা, সারি",n
439,lion,লায়ন,সিংহ,n
440,list,লিস্ট,তালিকা (n ); তালিকাভুক্ত করা,v
441,listen,লিসেন,শোনা,v
442,little,লিটল,"ছোট, অল্প","adj , det  pron"
443,livel,লিভ,বাস করা,v
444,local,লোকাল,স্থানীয়,adj
445,longl,লং,লম্বা,"adj , adv"
446,look,লুক,দেখা,v
447,lose,লুজ,হারানো,v
449,love,লাভ,ভালোবাসা (n ); ভালোবাসা,v.
450,lunch,লাঞ্চ,দুপুরের খাবার,n
451,machine,মেশিন,যন্ত্র,n
452,magazine,ম্যাগাজিন,ম্যাগাজিন,n
453,main,মেইন,প্রধান,adj
454,make,মেইক,তৈরি করা,v
455,man,ম্যান,"পুরুষ, লোক",n
457,map,ম্যাপ,মানচিত্র,n
458,March,মাচ,মাচ,n
459,market,মার্কেট,বাজার,n
460,married,ম্যারিড,বিবাহিত,adj
461,match,contest correspond,(ম্যাচ) খেলা (n ); মিলে যাওয়া,v
462,May,মেই,- মে,n
463,maybe,মেইবি,হয়তো,adv
465,meal,মিল,খাবার,n
466,mean,মিন,"বোঝানো, অথ করা",v
467,meaning,মিনিং,অর্থ,n
468,meat,মিট,মাংস,n
469,mneet,মিট,দেখা করা,v
470,meeting,মিটিং,"মিটিং, সভা",n
471,member,মেম্বার,সদস্য,n
472,mnenu,মেনু,মেনু,n
473,message,মেসেজ,বাতা,n
474,metre,মিটার,- মিটার,n
475,midnight,মিডনাইট,মধ্যরাত,n
476,mile,মাইল,মাইল,n
477,milk,মিল্ক,দুধ,n
478,million,মিলিয়ন,- মিলিয়ন,number
479,minutel,মিনিট,মিনিট,n
480,miss,মিস,"মিস করা, কাউকে কিছুকে মনে করা",v
481,mistake,মিস্টেক,ভুল,n
482,model,মডেল,মডেল,n
483,modern,মডারন,- আধুনিক,adj
484,moment,মোমেন্ট,মুহূত,n
485,Monday,মানডে,সোমবার,n
486,money,মানি,"টাকা, অর্থ",n
487,month,মানথ,মাস,n
488,more,মোর,আরও,"det  pron , adv"
489,morning,মর্নিং,সকাল (n) Facebook Biborno Sahin,01726505437
490,most,মোস্ট,- অধিকাংশ,"det  pron , adv."
523,north,নথ,উত্তর,"n , adj , adv"
491,mother,মাদার,মা,n
524,nose,নোজ,নাক,n
492,mountain,মাউন্টেন,প্বত,n
525,not,নট,না,adv
493,mouse,মাউস,ইঁদুর,n
526,note,নোট,"নোট, টীকা",n
494,mouth,মাউথ,মুখ,n
527,nothing,নাথিং,- কিছুই না,pron
495,move,মুভ,"নড়াচড়া করা, সরানো",v
528,November,নভেম্বর,নভেম্বর,n
496,movie,মুভি,ঢলচ্চিত্র,n
529,IOW,নাউ,এখন,adv
497,much,মাচ,অনেক,অগণনাযোগ্য
530,number,নাম্বার,সংখ্যা (n),"det  pron , adv"
531,nurse,নার্স,নাস,n
498,mum,মাম,মা,n
532,object,অবজেক্ট,বস্তু; উদ্দেশ্য,n
499,museum,মিউজিয়াম,জাদুঘর (n) 533. 0'clock (ও'ক্লক) টা,সময় বঝাতে
501,must,মাস্ট,অবশ্যই,modal v
534,October,অক্টোবর,অকোবর,n
502,my,মাই,আমার,det
535,of,অফ,এর,prep
536,off,অফ,"বন্ধ (adv , prep )",V.
537,office,অফিস,"অফিস, কার্যালয়",n
504,natural,ন্যাচারাল,প্রাকৃতিক,adj
538,often,অফেন,প্রায়শই,adv
505,near,নিয়ার,কাছে,"prep , adj , adv"
539,oh,ওহ,ওহ,exclam
506,need,নিড,প্রয়োজন,v
508,neighbour,নেইবার,- প্রতিবেশী,n
541,old,ওল্ড,"পুরাতন, বয়স্ক",adj
509,never,নেভার,কখনো না,adv
510,neW,নিউ,নতুন,adj
511,news,নিউজ,খবর,n
512,newspaper,নিউজপেপার,সংবাদপত্র pron. ),n
545,onion,অনিয়ন,পেঁয়াজ,n
513,next,নেক্সট,পরবর্তী,"adj , adv."
546,online,অনলাইন,অনলাইন,"adj , adv."
514,next to,নেক্সট টু,পাশে,prep
515,nice,নাইস,"সুন্দর, ভালো",adj
548,open,ওপেন,খোলা (adj ); খোলা,v
516,night,নাইট,রাত,n
549,opinion,ওপিনিয়ন,মতামত,n
517,nine,নাইন,নয়,number
518,nineteen,নাইনটিন,"উনিশ (number) prep , adv. 519. নব্বই",number
551,ninety,নাইনটি,"or (অর) অথবা (conj ) 520. 552. না (exclam , det ) orange (অরেঞ্জ) কমলা (n); কমলা no () 521. কেউ না (pron:) রঙের (adj ) No one",নোওয়ান
522,nobody,নোবডি,কেউ না,pron
